#FileVersion:	2
#Fileformat:	2558
#Subject:	                                                                                
## Date:	September 19, 2008
#Description:	                                                                                
## of Pts Recorded:	10398                                                                           
#Offset Of Calibration Area:	0	0
#Size Of Calibration Area:	800	600
#Sample Rate:	60
#
#Time	Set	Pupil H	Pupil V	C.R. H	C.R. V	ScreenH	ScreenV	Diam H	Diam V
1699	0	5520	4048	5074	4000	413	354	1575	1771
1716	0	5504	4039	5064	3998	418	350	1584	1744
1733	0	5502	4037	5059	3996	417	350	1576	1743
1749	0	5503	4041	5062	3994	419	352	1609	1747
1766	0	5506	4043	5055	3997	417	352	1606	1744
1783	0	5498	4045	5056	4001	421	352	1581	1743
1799	0	5511	4051	5058	4008	416	352	1582	1773
1816	0	5503	4054	5055	4012	416	351	1575	1715
1833	0	5508	4057	5051	4016	413	352	1548	1711
1849	0	5503	4062	5049	4021	413	353	1575	1742
1866	0	5505	4060	5051	4022	414	353	1578	1740
1883	0	5506	4057	5052	4017	413	353	1571	1706
1899	0	5502	4053	5055	4011	417	352	1570	1741
1916	0	5502	4049	5051	4008	418	351	1548	1709
1933	0	5513	4052	5056	4007	413	351	1543	1710
1949	0	5506	4055	5052	4009	413	353	1549	1739
1966	0	5510	4053	5056	4009	410	353	1545	1739
1983	0	5497	4045	5055	4006	418	352	1568	1712
1999	0	5500	4044	5049	3999	414	353	1554	1714
2016	0	5497	4043	5052	3995	418	353	1583	1714
2033	0	5499	4039	5052	3997	418	351	1577	1740
2049	0	5507	4043	5055	4000	414	351	1551	1713
2066	0	5497	4044	5051	4002	417	350	1577	1743
2083	0	5505	4044	5057	4001	414	350	1578	1743
2099	0	5506	4046	5050	4002	412	351	1601	1743
2116	0	5508	4046	5053	4006	411	350	1579	1742
2133	0	5501	4047	5052	4008	415	350	1573	1744
2149	0	5506	4049	5055	4006	414	351	1604	1741
2166	0	5506	4045	5052	4003	412	352	1613	1713
2183	0	5506	4043	5053	4001	411	352	1611	1747
2199	0	5504	4046	5053	3999	412	353	1603	1775
2216	0	5505	4050	5059	3998	413	357	1607	1746
2233	0	5506	4047	5061	4000	417	356	1608	1745
2249	0	5518	4125	5076	4051	414	414	1581	1743
2266	0	5520	4114	5072	4037	408	406	1611	1775
2283	0	5516	4127	5073	4047	409	409	1620	1772
2299	0	5508	4127	5076	4048	417	409	1609	1774
2316	0	5523	4124	5075	4048	405	407	1636	1741
2333	0	5514	4123	5068	4044	408	408	1609	1778
2349	0	5506	4120	5062	4042	412	407	1611	1776
2366	0	5503	4088	5055	4003	405	400	1578	1775
2383	0	5466	4236	5060	3947	402	615	1507	1228
2399	0	0	0	0	0	0	0	0	0
2416	0	0	0	0	0	0	0	0	0
2433	0	0	0	0	0	0	0	0	0
2449	0	0	0	0	0	0	0	0	0
2466	0	0	0	0	0	0	0	0	0
2483	0	0	0	0	0	0	0	0	0
2499	0	0	0	0	0	0	0	0	0
2516	0	5431	4302	5046	3839	369	737	1297	781
2533	0	5429	4074	5066	3839	454	571	1513	1242
2549	0	5452	3928	5061	3851	455	399	1613	1520
2566	0	5458	3852	5049	3857	528	255	1643	1716
2583	0	5458	3864	5038	3891	607	202	1658	1806
2599	0	5456	3861	5033	3892	662	165	1610	1777
2616	0	5454	3871	5039	3904	709	147	1645	1806
2633	0	5453	3884	5038	3912	707	152	1617	1775
2649	0	5465	3896	5043	3918	615	192	1633	1802
2666	0	5460	3906	5037	3924	590	204	1637	1774
2683	0	5461	3914	5038	3929	571	217	1611	1804
2699	0	5463	3919	5038	3933	559	223	1651	1804
2716	0	5468	3923	5040	3936	537	235	1613	1806
2733	0	5470	3925	5045	3932	503	259	1631	1804
2749	0	5466	3923	5049	3930	536	249	1643	1806
2766	0	5474	3925	5047	3932	507	253	1668	1807
2783	0	5476	3928	5050	3931	491	269	1707	1811
2799	0	5479	3926	5047	3931	490	263	1697	1837
2816	0	5473	3927	5051	3931	517	259	1681	1836
2833	0	5519	3904	5075	3931	568	192	1668	1808
2849	0	5550	3899	5085	3928	396	256	1650	1806
2866	0	5548	3894	5083	3926	396	254	1648	1810
2883	0	5546	3897	5082	3929	397	254	1641	1807
2899	0	5553	3898	5084	3932	394	252	1649	1805
2916	0	5552	3901	5083	3936	394	250	1676	1836
2933	0	5549	3905	5082	3936	394	251	1642	1808
2949	0	5546	3909	5083	3937	395	254	1646	1838
2966	0	5552	3911	5084	3941	394	256	1645	1836
2983	0	5542	3913	5080	3943	402	255	1674	1869
2999	0	5544	3914	5085	3942	411	254	1710	1843
3016	0	5551	3913	5080	3943	391	254	1681	1839
3033	0	5546	3910	5082	3943	397	252	1682	1808
3049	0	5545	3911	5080	3943	397	252	1677	1869
3066	0	5546	3914	5085	3943	399	254	1708	1838
3083	0	5542	3915	5084	3945	422	249	1669	1868
3099	0	5548	3919	5083	3947	398	254	1703	1841
3116	0	5548	3921	5083	3947	397	257	1642	1810
3133	0	5537	3921	5081	3948	451	244	1678	1840
3149	0	5548	3922	5084	3948	397	259	1681	1836
3166	0	5549	3925	5081	3953	396	260	1704	1836
3183	0	5547	3927	5084	3953	396	261	1703	1838
3199	0	5542	3927	5082	3954	402	260	1703	1835
3216	0	5537	3928	5081	3955	435	253	1674	1836
3233	0	5536	3926	5080	3955	456	241	1678	1840
3249	0	5497	3912	5065	3948	706	133	1675	1871
3266	0	5436	3859	5039	3930	1469	-244	1709	1867
3283	0	5427	3886	5030	3927	1040	-5	1710	1840
3299	0	5418	3879	5021	3932	1230	-102	1704	1838
3316	0	5418	3876	5019	3930	1224	-102	1709	1836
3333	0	5413	3875	5019	3931	1303	-137	1713	1837
3349	0	5410	3879	5015	3933	1258	-113	1709	1842
3366	0	5410	3879	5020	3933	1282	-122	1711	1843
3383	0	5412	3876	5016	3929	1243	-111	1686	1867
3399	0	5418	3869	5017	3925	1266	-124	1679	1897
3416	0	5415	3862	5019	3921	1352	-167	1738	1839
3433	0	5414	3858	5019	3919	1374	-175	1735	1869
3449	0	5412	3860	5015	3918	1320	-150	1706	1839
3466	0	5410	3867	5016	3919	1301	-134	1711	1871
3483	0	5416	3870	5018	3924	1209	-96	1704	1875
3499	0	5417	3875	5019	3928	1196	-91	1723	1898
3516	0	5411	3880	5015	3932	1228	-97	1679	1875
3533	0	5420	3888	5019	3932	1078	-29	1712	1868
3549	0	5420	3889	5017	3937	1101	-44	1712	1877
3566	0	5420	3887	5020	3939	1197	-93	1728	1898
3583	0	5472	3915	5056	3942	755	131	1742	1869
3599	0	5593	3939	5114	3953	380	271	1740	1902
3616	0	5608	3944	5120	3960	378	269	1744	1868
3633	0	5609	3944	5115	3960	370	267	1743	1867
3649	0	5606	3948	5114	3958	370	269	1777	1871
3666	0	5612	3949	5114	3956	364	271	1770	1871
3683	0	5610	3946	5113	3956	363	272	1742	1899
3699	0	5603	3943	5114	3958	366	270	1765	1900
3716	0	5604	3940	5111	3957	364	266	1739	1901
3733	0	5608	3942	5107	3955	361	266	1770	1869
3749	0	5615	3944	5112	3956	355	267	1746	1900
3766	0	5615	3946	5109	3958	354	268	1768	1873
3783	0	5612	3950	5103	3958	351	270	1757	1869
3799	0	5605	3950	5105	3962	355	271	1711	1872
3816	0	5565	3946	5082	3964	371	270	1681	1873
3833	0	5470	3916	5046	3958	802	86	1675	1841
3849	0	5450	3926	5033	3954	679	160	1708	1870
3866	0	5448	3919	5034	3952	755	118	1711	1842
3883	0	5444	3921	5033	3952	775	116	1708	1873
3899	0	5441	3921	5026	3952	771	116	1678	1843
3916	0	5444	3917	5028	3953	810	91	1674	1837
3933	0	5435	3917	5022	3955	870	65	1704	1900
3949	0	5435	3923	5024	3956	803	102	1683	1868
3966	0	5432	3924	5022	3957	814	100	1705	1840
3983	0	5443	3927	5022	3956	697	148	1707	1838
3999	0	5436	3929	5019	3957	723	146	1703	1871
4016	0	5442	3924	5020	3955	722	139	1683	1871
4033	0	5430	3919	5019	3956	865	71	1701	1899
4049	0	5431	3920	5020	3956	851	76	1680	1871
4066	0	5431	3921	5017	3954	815	95	1707	1841
4083	0	5435	3922	5022	3956	791	105	1676	1896
4099	0	5435	3925	5017	3956	739	132	1684	1841
4116	0	5431	3925	5020	3957	793	110	1706	1866
4133	0	5460	3929	5033	3962	686	146	1677	1839
4149	0	5546	3968	5082	3971	392	292	1714	1872
4166	0	5552	3960	5087	3976	391	274	1707	1869
4183	0	5541	3967	5081	3978	393	283	1681	1867
4199	0	5543	3965	5078	3982	393	278	1702	1896
4216	0	5537	3963	5078	3982	397	275	1675	1873
4233	0	5552	3960	5083	3978	393	274	1710	1864
4249	0	5555	3953	5082	3974	388	272	1707	1873
4266	0	5552	3947	5082	3968	388	271	1675	1870
4283	0	5547	3942	5081	3960	390	272	1734	1844
4299	0	5541	3935	5072	3958	391	269	1672	1837
4316	0	5497	3929	5049	3955	509	224	1678	1868
4333	0	5403	3879	5010	3923	1104	-30	1686	1840
4349	0	5379	3886	4999	3939	1396	-164	1703	1895
4366	0	5376	3879	4996	3935	1469	-199	1676	1869
4383	0	5374	3884	5000	3940	1481	-199	1681	1867
4399	0	5373	3892	4998	3942	1340	-127	1680	1845
4416	0	5375	3892	5000	3944	1342	-128	1675	1866
4433	0	5373	3890	4999	3944	1400	-157	1681	1837
4449	0	5378	3890	4995	3943	1308	-122	1675	1813
4466	0	5371	3889	4992	3942	1336	-126	1677	1842
4483	0	5368	3891	4985	3945	1311	-121	1683	1838
4499	0	5369	3892	4990	3944	1308	-119	1677	1840
4516	0	5375	3892	4985	3944	1290	-115	1680	1812
4533	0	5367	3890	4989	3943	1384	-153	1675	1871
4549	0	5368	3887	4983	3941	1354	-148	1648	1868
4566	0	5371	3886	4981	3940	1321	-138	1673	1868
4583	0	5374	3882	4981	3935	1284	-119	1673	1839
4599	0	5375	3880	4982	3927	1206	-78	1684	1867
4616	0	5375	3880	4983	3926	1227	-83	1710	1869
4633	0	5374	3881	4986	3930	1270	-103	1681	1868
4649	0	5373	3883	4985	3932	1303	-115	1687	1842
4666	0	5378	3882	4987	3935	1285	-118	1680	1861
4683	0	5371	3881	4985	3936	1431	-180	1678	1835
4699	0	5372	3885	4988	3935	1323	-125	1674	1869
4716	0	5374	3882	4986	3935	1349	-141	1648	1839
4733	0	5446	3901	5045	3946	990	14	1615	1835
4749	0	5618	3968	5116	3961	352	286	1646	1840
4766	0	5641	3942	5123	3966	342	261	1653	1840
4783	0	5632	3951	5119	3966	344	265	1647	1805
4799	0	5633	3952	5118	3963	342	266	1578	1776
4816	0	5634	3950	5121	3962	343	267	1619	1776
4833	0	5631	3950	5124	3962	346	268	1645	1803
4849	0	5633	3951	5123	3965	348	268	1634	1810
4866	0	5628	3950	5125	3968	350	267	1610	1802
4883	0	5633	3949	5122	3970	349	265	1622	1778
4899	0	5630	3951	5122	3969	349	264	1640	1774
4916	0	5633	3954	5118	3966	347	266	1639	1804
4933	0	5635	3954	5120	3964	343	268	1638	1803
4949	0	5633	3948	5120	3963	344	267	1578	1775
4966	0	5624	3949	5113	3961	345	267	1607	1774
4983	0	5510	3945	5070	3959	495	243	1576	1802
4999	0	5454	3913	5034	3958	830	64	1585	1806
5016	0	5459	3936	5035	3959	594	198	1644	1804
5033	0	5449	3927	5031	3958	709	141	1611	1776
5049	0	5445	3924	5025	3958	752	118	1620	1773
5066	0	5457	3925	5025	3958	631	165	1579	1778
5083	0	5455	3928	5033	3955	653	166	1641	1741
5099	0	5459	3922	5034	3951	634	167	1579	1770
5116	0	5457	3916	5029	3945	643	166	1643	1775
5132	0	5453	3910	5028	3938	668	157	1613	1741
5149	0	5448	3907	5028	3933	684	154	1641	1776
5166	0	5452	3911	5024	3934	613	185	1606	1803
5183	0	5448	3917	5028	3941	654	174	1578	1774
5199	0	5454	3922	5025	3945	596	191	1642	1777
5216	0	5455	3923	5029	3947	646	173	1641	1802
5232	0	5455	3924	5029	3951	650	167	1610	1803
5249	0	5456	3928	5033	3954	659	164	1615	1776
5266	0	5460	3932	5033	3955	618	183	1645	1806
5283	0	5457	3935	5035	3957	622	185	1613	1808
5299	0	5455	3932	5033	3957	667	163	1642	1805
5316	0	5456	3929	5031	3957	664	161	1643	1805
5332	0	5454	3928	5030	3957	678	155	1640	1803
5349	0	5456	3928	5032	3957	667	157	1618	1835
5366	0	5450	3930	5030	3957	673	158	1645	1813
5383	0	5456	3930	5031	3956	635	171	1615	1807
5399	0	5447	3929	5024	3954	661	167	1610	1809
5416	0	5452	3925	5027	3953	657	164	1643	1805
5432	0	5447	3918	5026	3953	737	121	1674	1832
5449	0	5440	3917	5026	3951	781	107	1613	1835
5466	0	5449	3922	5027	3948	672	159	1651	1838
5483	0	5449	3925	5025	3949	652	167	1646	1807
5499	0	5450	3921	5024	3949	667	159	1645	1806
5516	0	5445	3923	5025	3953	704	147	1626	1808
5532	0	5451	3927	5030	3953	661	163	1645	1836
5549	0	5448	3928	5031	3953	675	161	1647	1805
5566	0	5449	3927	5031	3957	689	156	1669	1836
5582	0	5454	3925	5029	3953	651	161	1673	1803
5599	0	5441	3922	5024	3950	735	132	1652	1780
5616	0	5440	3924	5025	3953	728	135	1640	1807
5632	0	5448	3922	5027	3954	694	143	1641	1778
5649	0	5483	3857	5064	3930	998	-33	1612	1806
5666	0	5552	3700	5114	3841	1124	-221	1649	1805
5682	0	5567	3701	5123	3856	929	-155	1650	1805
5699	0	5571	3693	5115	3845	427	57	1649	1774
5716	0	5561	3694	5115	3847	829	-115	1682	1807
5732	0	5566	3692	5111	3850	488	25	1655	1774
5749	0	5566	3690	5111	3847	494	23	1680	1802
5766	0	5562	3693	5107	3847	493	25	1680	1834
5782	0	5548	3691	5107	3846	1095	-233	1664	1772
5799	0	5558	3691	5102	3845	508	21	1683	1774
5816	0	5557	3690	5100	3844	423	55	1683	1773
5832	0	5552	3687	5086	3840	395	59	1674	1804
5849	0	5544	3687	5081	3840	397	60	1678	1803
5866	0	5546	3690	5082	3843	397	61	1676	1776
5882	0	5546	3693	5079	3843	396	64	1674	1804
5899	0	5542	3692	5077	3843	395	65	1657	1831
5916	0	5458	3692	5053	3845	2567	-860	1616	1803
5932	0	5316	3711	4986	3851	4919	-1837	1656	1803
5949	0	5293	3736	4954	3859	4164	-1485	1657	1837
5966	0	5288	3741	4951	3865	4268	-1525	1650	1805
5982	0	5283	3735	4952	3864	4534	-1644	1654	1802
5999	0	5280	3727	4952	3858	4694	-1720	1689	1779
6016	0	5273	3723	4950	3850	4812	-1764	1616	1808
6032	0	5274	3721	4949	3846	4648	-1691	1678	1803
6049	0	5274	3720	4947	3849	4727	-1729	1675	1803
6066	0	5272	3724	4944	3852	4691	-1714	1679	1833
6082	0	5269	3726	4941	3852	4692	-1712	1707	1802
6099	0	5263	3726	4943	3852	4937	-1819	1655	1804
6116	0	5262	3732	4945	3857	4954	-1821	1642	1832
6132	0	5259	3737	4942	3863	5029	-1854	1682	1833
6149	0	5362	3846	5011	3925	2588	-723	1671	1802
6166	0	5554	4011	5127	3991	423	333	1641	1838
6182	0	5566	4024	5123	4001	406	334	1672	1838
6199	0	5555	4029	5099	3999	400	337	1705	1836
6216	0	5550	4027	5089	3994	397	339	1701	1870
6232	0	5539	4026	5086	3994	403	340	1681	1838
6249	0	5536	4025	5084	3994	406	340	1672	1868
6266	0	5528	4022	5083	3993	413	339	1676	1838
6282	0	5522	4019	5083	3993	419	337	1674	1840
6299	0	5525	4020	5079	3991	417	337	1646	1842
6316	0	5526	4020	5080	3988	416	338	1697	1839
6332	0	5528	4018	5082	3985	415	339	1707	1874
6349	0	5506	4014	5071	3984	423	340	1710	1839
6366	0	5498	4010	5070	3982	429	341	1696	1838
6382	0	5495	4013	5064	3983	428	341	1706	1839
6399	0	5496	4013	5068	3985	430	341	1664	1838
6416	0	5496	4012	5071	3985	433	339	1645	1842
6432	0	5503	4012	5066	3984	428	337	1683	1866
6449	0	5497	4011	5068	3983	430	337	1703	1845
6466	0	5502	4011	5066	3983	425	336	1669	1870
6482	0	5501	4011	5069	3985	426	336	1701	1865
6499	0	5503	4012	5066	3985	425	336	1673	1839
6516	0	5503	4014	5069	3985	426	338	1686	1842
6532	0	5503	4011	5068	3984	427	338	1707	1838
6549	0	5506	4006	5069	3982	425	336	1683	1836
6566	0	5504	4005	5070	3983	425	334	1659	1835
6582	0	5504	4007	5069	3986	424	332	1673	1867
6599	0	5504	4006	5068	3985	424	330	1671	1867
6616	0	5507	4003	5069	3984	422	328	1674	1804
6632	0	5497	4004	5066	3985	427	327	1646	1809
6649	0	5498	4007	5069	3985	431	328	1644	1805
6666	0	5507	4006	5070	3984	423	328	1677	1809
6682	0	5504	4007	5069	3984	423	328	1675	1839
6699	0	5508	4007	5066	3985	417	328	1713	1807
6716	0	5506	4008	5069	3985	417	328	1645	1806
6732	0	5500	4009	5066	3985	421	329	1640	1868
6749	0	5505	4008	5069	3985	420	329	1674	1840
6766	0	5507	4008	5066	3985	417	329	1670	1834
6782	0	5499	4006	5066	3983	419	329	1643	1840
6799	0	5505	4008	5063	3984	415	329	1612	1836
6816	0	5509	4011	5062	3989	411	330	1675	1808
6832	0	5499	4007	5060	3986	412	330	1649	1838
6849	0	5493	3991	5048	3977	409	326	1675	1836
6866	0	5432	4095	5054	3904	452	530	1521	1384
6882	0	0	0	0	0	0	0	0	0
6899	0	0	0	0	0	0	0	0	0
6916	0	0	0	0	0	0	0	0	0
6932	0	0	0	0	0	0	0	0	0
6949	0	0	0	0	0	0	0	0	0
6966	0	2573	6059	0	0	0	0	406	465
6982	0	0	0	0	0	0	0	0	0
6999	0	5452	4458	4915	2935	-432	289	1188	493
7016	0	5447	4261	5039	3872	371	692	1529	1074
7032	0	5480	4050	5048	3879	396	503	1671	1430
7049	0	5461	3985	5053	3919	439	386	1644	1651
7066	0	5471	3943	5047	3911	431	338	1702	1776
7082	0	5469	3948	5037	3944	429	300	1674	1840
7099	0	5468	3947	5036	3936	427	309	1674	1897
7116	0	5472	3956	5032	3968	431	289	1734	1872
7132	0	5472	3963	5030	3951	423	311	1674	1841
7149	0	5469	3969	5033	3959	424	313	1660	1872
7166	0	5462	3973	5032	3960	429	315	1643	1837
7182	0	5465	3975	5025	3962	425	316	1668	1838
7199	0	5465	3977	5025	3965	424	316	1676	1897
7216	0	5468	3981	5029	3970	424	316	1705	1833
7232	0	5479	3977	5047	3968	427	315	1683	1901
7249	0	5488	3972	5042	3964	419	313	1708	1904
7266	0	5488	3973	5042	3964	415	312	1711	1900
7282	0	5490	3971	5043	3962	413	312	1714	1910
7299	0	5490	3971	5047	3963	415	311	1772	1934
7316	0	5494	3974	5049	3966	414	312	1753	1904
7332	0	5494	3976	5055	3969	417	312	1769	1903
7349	0	5496	3980	5058	3973	418	311	1712	1875
7366	0	5499	3985	5052	3977	413	312	1732	1900
7382	0	5499	3983	5049	3978	410	311	1737	1904
7399	0	5493	3983	5048	3978	414	311	1734	1903
7416	0	5494	3982	5051	3976	414	311	1734	1900
7432	0	5485	3979	5055	3974	427	311	1668	1933
7449	0	5498	3982	5058	3974	418	312	1739	1872
7466	0	5498	3984	5055	3976	416	313	1714	1902
7482	0	5497	3983	5057	3977	415	313	1738	1872
7499	0	5497	3981	5054	3975	415	312	1741	1899
7516	0	5496	3977	5058	3976	415	309	1733	1902
7532	0	5493	3982	5055	3977	418	310	1718	1900
7549	0	5492	3986	5059	3978	421	313	1678	1872
7566	0	5489	3983	5057	3978	422	312	1703	1871
7582	0	5493	3984	5058	3977	422	312	1710	1869
7599	0	5495	3987	5058	3978	421	313	1683	1864
7616	0	5481	3985	5046	3979	423	313	1702	1868
7632	0	5473	3983	5047	3978	431	311	1677	1867
7649	0	5485	3982	5043	3978	421	307	1704	1839
7666	0	5478	3983	5041	3975	425	308	1695	1868
7682	0	5480	3989	5042	3975	422	312	1743	1841
7699	0	5478	3991	5039	3977	422	314	1685	1872
7716	0	5482	3989	5040	3980	421	313	1705	1873
7732	0	5477	3995	5038	3984	421	314	1710	1874
7749	0	5478	3996	5033	3987	420	313	1714	1899
7766	0	5467	3996	5029	3989	426	311	1678	1873
7782	0	5469	3996	5027	3989	424	311	1691	1873
7799	0	5471	3999	5028	3989	422	311	1707	1904
7816	0	5480	4003	5031	3990	413	312	1710	1900
7832	0	5472	4002	5029	3990	420	314	1678	1869
7849	0	5478	3997	5033	3986	418	314	1701	1873
7866	0	5485	3988	5030	3979	412	313	1708	1902
7882	0	5478	3980	5029	3971	414	312	1713	1870
7899	0	5477	3975	5029	3968	416	310	1745	1876
7916	0	5475	3977	5027	3970	416	307	1711	1902
7932	0	5478	3984	5025	3975	415	308	1764	1904
7949	0	5478	3987	5026	3980	414	309	1740	1901
7966	0	5480	3992	5031	3986	414	310	1711	1906
7982	0	5479	4002	5034	3991	415	313	1736	1902
7999	0	5477	4008	5031	3991	418	318	1743	1930
8016	0	5479	4005	5034	3990	418	318	1760	1904
8032	0	5484	4001	5037	3991	417	316	1736	1935
8049	0	5489	4001	5040	3986	413	317	1741	1932
8066	0	5482	4000	5035	3983	415	319	1681	1872
8082	0	5485	3999	5030	3986	410	319	1772	1933
8099	0	5479	3997	5031	3989	414	317	1777	1901
8116	0	5481	3999	5030	3987	413	316	1763	1901
8132	0	5479	3999	5032	3985	414	317	1738	1931
8149	0	5486	3999	5030	3985	409	318	1768	1900
8166	0	5514	4017	5065	3996	411	323	1738	1903
8182	0	5768	4255	5199	4107	243	464	1732	1924
8199	0	5926	4371	5290	4154	138	527	1748	1897
8216	0	5920	4382	5286	4164	138	527	1777	1903
8232	0	5923	4386	5279	4169	134	527	1769	1901
8249	0	5916	4391	5276	4173	133	528	1777	1934
8266	0	5915	4397	5273	4179	130	528	1780	1872
8282	0	5896	4399	5261	4186	135	526	1801	1870
8299	0	5903	4402	5247	4188	127	523	1741	1901
8316	0	5902	4406	5248	4184	122	525	1802	1902
8332	0	5892	4399	5243	4181	127	525	1810	1903
8349	0	5897	4394	5247	4181	127	523	1766	1902
8366	0	5867	4367	5242	4176	162	501	1773	1928
8382	0	5866	4383	5237	4170	154	522	1802	1904
8399	0	5863	4372	5236	4167	156	517	1803	1933
